sku_id,class,current_rop,current_order_quantity,unit_cost,current_safety_stock,proposed_rop,proposed_safety_stock,proposed_order_quantity,target_service_level,calibration_service_floor,calibration_fill_rate,calibration_service_floor_met,selection_status,current_fill_rate,current_avg_inventory,current_total_cost,proposed_fill_rate,proposed_avg_inventory,proposed_total_cost,intervention,rop_delta_units,safety_stock_delta_units,order_quantity_delta_units,fill_delta_pp,avg_on_hand_delta_units,avg_on_hand_value_delta,modeled_cost_saving,policy_mode,recommended_action,priority_rank
SKU0094,AY,227.0,787.0,451.29,78.0,134.81815507168153,4.523720189718304,394.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,503.3804347826087,14414.856979452057,0.9948119325551232,235.06521739130434,10227.775849315069,protect_strategic_value,-92.18184492831847,-73.4762798102817,-393.0,-0.5188067444876765,-268.3152173913044,-121087.97445652176,4187.081130136989,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,66
SKU0078,BZ,132.0,501.0,698.12,26.0,20.859006839182857,0.0,251.0,85,0.98,1.0,True,minimum_cost_feasible,1.0,356.70652173913044,15741.920575342469,1.0,280.4673913043478,12338.075589041095,reduce_overstock,-111.14099316081715,-26.0,-250.0,0.0,-76.23913043478262,-53224.06173913045,3403.844986301374,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,67
SKU0085,CZ,171.0,665.0,338.88,60.0,50.742217479849714,4.527396348338744,333.0,80,0.98,1.0,True,minimum_cost_feasible,1.0,441.54347826086956,9478.755726027397,1.0,282.60869565217394,6084.849315068494,reduce_overstock,-120.25778252015029,-55.47260365166126,-332.0,0.0,-158.93478260869563,-53859.81913043477,3393.9064109589026,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,68
SKU0134,AX,140.0,525.0,434.44,48.0,142.89879973465418,14.206851905286472,263.0,99,0.97,1.0,True,minimum_cost_feasible,1.0,292.8369565217391,8216.608246575342,1.0,165.82608695652175,4939.600438356165,protect_strategic_value,2.898799734654176,-33.79314809471353,-262.0,0.0,-127.01086956521738,-55178.60217391304,3277.0078082191776,daily_dynamic_rop_next_day_forecast,lower Q,69
SKU0102,AX,127.0,549.0,980.43,26.0,110.51490582540099,4.050428957172443,275.0,99,0.97,1.0,True,minimum_cost_feasible,1.0,287.3369565217391,17901.82674657534,0.9958540630182421,131.8804347826087,14646.841910958905,protect_strategic_value,-16.485094174599013,-21.949571042827557,-274.0,-0.4145936981757914,-155.45652173913044,-152414.23760869564,3254.9848356164366,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,70
SKU0076,BZ,116.0,352.0,950.21,16.0,120.47753335054061,3.5474587603827525,176.0,85,0.98,0.9642233856893543,False,no_feasible_candidate_best_service,1.0,214.6413043478261,12951.915664383565,1.0,159.16304347826087,9730.085636986303,reduce_overstock,4.477533350540611,-12.452541239617247,-176.0,0.0,-55.47826086956522,-52715.99826086957,3221.830027397262,daily_dynamic_rop_next_day_forecast,Review SLA/grid feasibility,71
SKU0037,AX,180.0,664.0,643.69,32.0,96.57782966313957,1.6957489373197276,332.0,99,0.97,1.0,True,minimum_cost_feasible,1.0,433.5326086956522,17684.640856164388,0.9980519480519481,283.3369565217391,14502.021801369865,protect_strategic_value,-83.42217033686043,-30.304251062680272,-332.0,-0.1948051948051921,-150.19565217391306,-96679.4393478261,3182.6190547945225,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,72
SKU0066,AX,180.0,775.0,313.34,70.0,199.04708582909035,16.5152066847722,388.0,99,0.97,1.0,True,minimum_cost_feasible,0.9889263360616274,460.60869565217394,19138.40619178082,0.9894077997111218,317.75,15985.362342465753,protect_strategic_value,19.04708582909035,-53.484793315227805,-387.0,0.0481463649494418,-142.85869565217394,-44763.34369565218,3153.0438493150687,daily_dynamic_rop_next_day_forecast,raise ROP + lower Q,73
SKU0042,AY,131.0,364.0,505.49,69.0,109.6859284401088,19.618900134481088,182.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,215.8913043478261,7126.741356164384,1.0,115.0,4113.071369863013,protect_strategic_value,-21.314071559891204,-49.38109986551891,-182.0,0.0,-100.8913043478261,-50999.545434782616,3013.669986301371,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,74
SKU0011,CZ,165.0,444.0,412.72,65.0,20.848644270227407,0.0,222.0,80,0.98,1.0,True,minimum_cost_feasible,1.0,356.4891304347826,9321.21769863014,0.9959349593495935,223.94565217391303,6559.157643835617,reduce_overstock,-144.1513557297726,-65.0,-222.0,-0.40650406504064707,-132.5434782608696,-54703.3443478261,2762.0600547945232,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,75
SKU0016,CX,150.0,760.0,217.42,79.0,79.14634146341463,7.0,380.0,90,0.95,1.0,True,minimum_cost_feasible,1.0,444.9673913043478,6246.248315068493,1.0,242.57608695652175,3573.3987260273975,correct_understock,-70.85365853658537,-72.0,-380.0,0.0,-202.39130434782606,-44003.91739130434,2672.8495890410954,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,76
SKU0015,AX,189.0,511.0,1131.76,78.0,48.734079564089015,4.723940148771039,256.0,99,0.97,1.0,True,minimum_cost_feasible,1.0,413.3369565217391,29577.69693150685,0.993705743509048,202.59782608695653,27062.464273972604,protect_strategic_value,-140.26592043591097,-73.27605985122896,-255.0,-0.6294256490952055,-210.7391304347826,-238506.11826086955,2515.232657534245,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,77
SKU0032,CZ,165.0,309.0,346.34,48.0,20.76605609929755,0.37476555194687755,155.0,80,0.98,1.0,True,minimum_cost_feasible,1.0,301.92391304347825,6639.237109589041,1.0,187.81521739130434,4148.910178082191,reduce_overstock,-144.23394390070246,-47.62523444805312,-154.0,0.0,-114.1086956521739,-39520.40565217391,2490.32693150685,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,78
SKU0022,AY,120.0,334.0,301.23,29.0,77.0700381756692,20.095915413986834,167.0,97,0.97,0.9810554803788903,True,minimum_cost_feasible,1.0,241.7391304347826,4838.599452054795,1.0,105.59782608695652,2454.4174315068494,protect_strategic_value,-42.9299618243308,-8.904084586013166,-167.0,0.0,-136.14130434782606,-41009.84510869565,2384.1820205479453,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,79
SKU0043,CZ,90.0,445.0,285.56,11.0,23.216087896128418,2.5888061358237087,223.0,80,0.98,1.0,True,minimum_cost_feasible,1.0,316.55434782608694,5746.139643835617,1.0,224.7173913043478,4093.6078356164385,reduce_overstock,-66.78391210387159,-8.41119386417629,-222.0,0.0,-91.83695652173913,-26224.961304347824,1652.5318082191784,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,80
SKU0069,CZ,195.0,650.0,259.33,77.0,18.73833260638284,1.0072299971811,325.0,80,0.98,1.0,True,minimum_cost_feasible,1.0,428.94565217391306,7059.547801369864,1.0,344.1630434782609,5624.086157534247,reduce_overstock,-176.26166739361716,-75.9927700028189,-325.0,0.0,-84.78260869565219,-21986.67391304348,1435.461643835617,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,81
SKU0104,CZ,98.0,737.0,124.52,39.0,41.346520800713805,0.0,369.0,80,0.98,1.0,True,minimum_cost_feasible,1.0,373.42391304347825,2980.0579452054794,1.0,197.2826086956522,1597.9712328767125,reduce_overstock,-56.653479199286195,-39.0,-368.0,0.0,-176.14130434782606,-21933.1152173913,1382.086712328767,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,82
SKU0003,CZ,75.0,327.0,193.65,11.0,76.62624801688796,6.463625651436308,164.0,80,0.98,0.9065550906555091,False,no_feasible_candidate_best_service,1.0,187.5,2337.9880136986303,1.0,130.91304347826087,1697.4798630136988,reduce_overstock,1.6262480168879563,-4.536374348563692,-163.0,0.0,-56.586956521739125,-10958.064130434783,640.5081506849315,daily_dynamic_rop_next_day_forecast,Review SLA/grid feasibility,83
SKU0092,BZ,171.0,748.0,1078.32,37.0,67.96737919082338,0.0,374.0,85,0.98,1.0,True,minimum_cost_feasible,1.0,360.7173913043478,24560.361315068494,1.0,352.5869565217391,23957.90695890411,reduce_overstock,-103.03262080917662,-37.0,-374.0,0.0,-8.130434782608688,-8767.2104347826,602.4543561643841,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,84
SKU0067,CZ,163.0,764.0,45.42,50.0,30.793028697138947,3.0386129713833334,382.0,80,0.98,1.0,True,minimum_cost_feasible,1.0,470.7608695652174,1397.356301369863,1.0,346.19565217391306,1040.8404109589042,reduce_overstock,-132.20697130286106,-46.96138702861667,-382.0,0.0,-124.56521739130432,-5657.7521739130425,356.51589041095895,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,85
SKU0059,CZ,95.0,404.0,27.57,45.0,20.430041583020024,0.0,202.0,80,0.98,1.0,True,minimum_cost_feasible,1.0,301.0,622.923589041096,1.0,101.19565217391305,275.8059589041096,reduce_overstock,-74.56995841697997,-45.0,-202.0,0.0,-199.80434782608694,-5508.605869565217,347.11763013698635,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,86
SKU0139,BZ,177.0,585.0,645.72,33.0,35.57035907779733,1.0696479355093271,293.0,85,0.98,1.0,True,minimum_cost_feasible,1.0,429.7282608695652,17535.301506849315,1.0,423.3695652173913,17226.571232876715,reduce_overstock,-141.42964092220268,-31.930352064490673,-292.0,0.0,-6.358695652173878,-4105.936956521717,308.7302739726001,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,87
SKU0070,CZ,113.0,432.0,74.46,42.0,110.63301009208018,13.09597047261473,216.0,80,0.98,1.0,True,minimum_cost_feasible,1.0,264.39130434782606,1290.524,1.0,191.6086956521739,999.0279999999999,reduce_overstock,-2.366989907919816,-28.90402952738527,-216.0,0.0,-72.78260869565216,-5419.39304347826,291.496,daily_dynamic_rop_next_day_forecast,lower Q,88
SKU0096,CZ,200.0,333.0,20.2,57.0,46.81010687747023,0.0,250.0,80,0.98,1.0,True,minimum_cost_feasible,1.0,324.8478260869565,513.4912328767123,1.0,232.6086956521739,346.0821917808219,reduce_overstock,-153.18989312252978,-57.0,-83.0,0.0,-92.2391304347826,-1863.2304347826084,167.40904109589036,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,89
SKU0034,CZ,165.0,585.0,304.26,20.0,117.6133347942848,19.003518581211466,293.0,80,0.98,1.0,True,minimum_cost_feasible,1.0,353.82608695652175,6833.747616438357,1.0,347.4673913043478,6711.835219178082,reduce_overstock,-47.386665205715204,-0.9964814187885338,-292.0,0.0,-6.358695652173935,-1934.6967391304415,121.9123972602747,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,90
SKU0017,BZ,127.0,519.0,919.92,20.0,34.95324419029489,0.0,260.0,85,0.98,1.0,True,minimum_cost_feasible,1.0,387.5652173913044,22516.21063013699,1.0,387.5652173913044,22466.21063013699,reduce_overstock,-92.0467558097051,-20.0,-259.0,0.0,0.0,0.0,50.0,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,91
SKU0079,CZ,120.0,757.0,370.13,42.0,29.54642289533239,1.0025754887019702,379.0,80,0.98,1.0,True,minimum_cost_feasible,1.0,336.4130434782609,7896.24897260274,1.0,336.4130434782609,7846.24897260274,reduce_overstock,-90.4535771046676,-40.99742451129803,-378.0,0.0,0.0,0.0,50.0,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,92
SKU0081,CZ,209.0,444.0,82.75,68.0,59.319491651000504,0.0,222.0,80,0.98,1.0,True,minimum_cost_feasible,1.0,425.3369565217391,2267.8700342465754,1.0,425.3369565217391,2217.8700342465754,reduce_overstock,-149.6805083489995,-68.0,-222.0,0.0,0.0,0.0,50.0,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,93
SKU0023,CZ,187.0,552.0,142.96,68.0,34.80337456736128,6.393350517151716,276.0,80,0.98,1.0,True,minimum_cost_feasible,1.0,434.60869565217394,3915.145643835617,1.0,434.60869565217394,3915.145643835617,reduce_overstock,-152.1966254326387,-61.60664948284828,-276.0,0.0,0.0,0.0,0.0,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,94
SKU0114,AZ,93.0,777.0,948.59,42.0,69.38433622168496,0.0,389.0,90,0.98,1.0,True,minimum_cost_feasible,1.0,403.2173913043478,24101.982630136987,1.0,403.2173913043478,24101.982630136987,reduce_overstock,-23.61566377831504,-42.0,-388.0,0.0,0.0,0.0,0.0,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,95
SKU0125,AY,142.0,640.0,531.38,32.0,56.11491223854558,2.0743129450832427,320.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,449.3695652173913,15146.789013698632,0.9917638984214139,290.2826086956522,16363.446493150685,protect_strategic_value,-85.88508776145443,-29.925687054916757,-320.0,-0.8236101578586119,-159.08695652173913,-84535.62695652174,-1216.657479452053,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,96
SKU0087,AY,142.0,350.0,978.05,17.0,125.68186188344723,0.0,175.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,210.41304347826087,13117.871164383563,0.9905263157894737,99.45652173913044,14419.079931506849,protect_strategic_value,-16.318138116552774,-17.0,-175.0,-0.9473684210526301,-110.95652173913044,-108521.02608695652,-1301.2087671232857,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,97
SKU0144,AY,175.0,781.0,996.51,45.0,126.45911498195255,1.88458137732,391.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,444.94565217391306,28039.819760273975,0.9854198089492208,232.95652173913044,29666.65076712329,protect_strategic_value,-48.54088501804745,-43.11541862268,-390.0,-1.4580191050779234,-211.98913043478262,-211249.28836956524,-1626.8310068493156,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,98
SKU0150,AY,162.0,634.0,995.95,23.0,82.25993198905618,10.411113860797938,317.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,421.5217391304348,26554.069178082194,0.9881255301102629,159.19565217391303,28473.47924657534,protect_strategic_value,-79.74006801094382,-12.588886139202062,-317.0,-1.187446988973706,-262.32608695652175,-261263.66630434786,-1919.4100684931473,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,99
SKU0127,BZ,128.0,365.0,388.72,36.0,90.8609998283911,0.0,183.0,85,0.98,1.0,True,minimum_cost_feasible,1.0,252.07608695652175,6274.524328767125,0.975609756097561,108.1413043478261,9905.937178082193,reduce_overstock,-37.1390001716089,-36.0,-182.0,-2.4390243902439046,-143.93478260869566,-55950.32869565218,-3631.4128493150683,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,100
SKU0061,AY,179.0,684.0,816.25,34.0,135.57164987064607,8.03301983909879,342.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,365.7717391304348,19013.444349315072,0.9865116279069768,161.7826086956522,23488.827397260276,protect_strategic_value,-43.42835012935393,-25.96698016090121,-342.0,-1.3488372093023226,-203.98913043478262,-166506.12771739133,-4475.383047945204,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,101
SKU0068,AY,154.0,496.0,1100.3,42.0,156.64925961629837,0.5206793233272009,248.0,97,0.97,1.0,True,minimum_cost_feasible,0.9841269841269841,268.1630434782609,33643.20910958904,0.9706349206349206,150.2173913043478,38230.90849315068,protect_strategic_value,2.649259616298366,-41.4793206766728,-248.0,-1.3492063492063444,-117.94565217391306,-129775.60108695654,-4587.699383561638,daily_dynamic_rop_next_day_forecast,lower Q,102
SKU0050,AX,122.0,362.0,602.07,18.0,86.84874723374158,10.462038619424437,181.0,99,0.97,0.9899665551839465,True,minimum_cost_feasible,1.0,229.2391304347826,8997.0248630137,0.9909307875894988,109.44565217391305,15114.221116438355,protect_strategic_value,-35.15125276625842,-7.537961380575563,-181.0,-0.9069212410501182,-119.79347826086955,-72124.05945652173,-6117.196253424656,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,103
SKU0100,AY,222.0,338.0,947.84,73.0,49.05556602117694,6.8751223399166985,169.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,356.1195652173913,21419.919123287673,0.986784140969163,146.0,28203.578,protect_strategic_value,-172.94443397882304,-66.1248776600833,-169.0,-1.3215859030836996,-210.1195652173913,-199159.7286956522,-6783.6588767123285,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,104
SKU0093,AX,161.0,668.0,652.75,73.0,183.60433548323692,4.214398215238719,334.0,99,0.97,1.0,True,minimum_cost_feasible,0.9958275382475661,337.0108695652174,17327.815719178085,0.9749652294853964,165.42391304347825,27199.16811643836,protect_strategic_value,22.604335483236923,-68.78560178476128,-334.0,-2.0862308762169657,-171.58695652173913,-112003.38586956522,-9871.352397260274,daily_dynamic_rop_next_day_forecast,raise ROP + lower Q,105
SKU0026,AY,185.0,670.0,896.53,76.0,107.72370833970285,2.060077303225654,335.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,424.14130434782606,24011.299404109588,0.9767711962833914,224.70652173913044,38951.696363013696,protect_strategic_value,-77.27629166029715,-73.93992269677435,-335.0,-2.3228803716608626,-199.43478260869563,-178799.2656521739,-14940.396958904108,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,106
SKU0136,AY,113.0,605.0,1035.59,35.0,111.12890159616575,6.418699169955027,303.0,97,0.97,0.9976057462090981,True,minimum_cost_feasible,1.0,312.7173913043478,20556.797465753425,0.9754450583179864,191.56521739130434,36961.64805479452,protect_strategic_value,-1.871098403834253,-28.581300830044974,-302.0,-2.4554941682013554,-121.15217391304347,-125463.97978260867,-16404.850589041092,daily_dynamic_rop_next_day_forecast,lower Q,107
SKU0071,AY,165.0,657.0,788.38,23.0,145.89280479764912,1.6269549772268528,329.0,97,0.97,1.0,True,minimum_cost_feasible,1.0,360.0978260869565,17989.20617808219,0.978689818468824,159.20652173913044,37733.03935616438,protect_strategic_value,-19.10719520235088,-21.373045022773148,-328.0,-2.131018153117603,-200.89130434782606,-158378.68652173912,-19743.83317808219,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,108
SKU0147,AX,216.0,465.0,901.02,74.0,132.23433168976106,9.314654023732974,233.0,99,0.97,1.0,True,minimum_cost_feasible,1.0,344.5326086956522,19711.391054794523,0.9757188498402556,194.19565217391303,58840.36939726026,protect_strategic_value,-83.76566831023894,-64.68534597626703,-232.0,-2.4281150159744413,-150.33695652173915,-135456.60456521742,-39128.978342465736,daily_dynamic_rop_next_day_forecast,lower ROP + lower Q,109
