scenario_id,scenario_seed,scenario_probability,horizon_start,horizon_end,horizon_days,sku_count,calibration_window_start,calibration_window_end,forecast_anchor_window_start,forecast_anchor_window_end,residual_block_days,lead_time_multiplier,ordering_cost_per_order,annual_holding_rate,stockout_margin_multiplier,mean_stressed_lead_time_days,sampled_residual_mean,sampled_residual_std,clipped_negative_demand_sku_days,total_demand,old_fill_rate,new_fill_rate,fill_rate_delta_percentage_points,old_cycle_service_level,new_cycle_service_level,old_avg_inventory,new_avg_inventory,avg_inventory_change_pct,old_num_orders,new_num_orders,old_stockout_cost,new_stockout_cost,old_holding_cost,new_holding_cost,old_ordering_cost,new_ordering_cost,old_total_cost,new_total_cost,total_cost_savings,total_cost_change_pct,demand_sampling_method,forecast_anchor,lead_time_sampling_method,policy_contract_semantics,pairing_semantics,evaluation_semantics
policy_stress_00033,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.2,50.0,0.25,1.0,8.082568807339449,-0.9854021949163263,5.622006500247733,159,117826.99951965368,0.958403931068216,0.9887453069078831,3.0341375839667117,0.8013029315960912,0.9068736141906873,36457.41228649343,22250.430575352097,-38.968705731220176,222.0,392.0,4529710.013412976,1244925.269283784,1644330.9545893583,986046.1940662928,11100.0,19600.0,6185140.968002335,2250571.4633500767,3934569.5046522585,-63.61325513851688,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00034,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-0.9964529150685518,5.686467260164616,162,117721.28248290018,0.9720721925975028,0.9888262030873697,1.675401048986691,0.85,0.8973799126637555,38027.81775638807,22316.196367732955,-41.316126760957275,220.0,383.0,3065089.573447966,1099735.305786923,1724559.156071477,993404.114565895,11000.0,19150.0,4800648.729519444,2112289.4203528184,2688359.309166625,-55.999917107780895,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00035,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.5,50.0,0.25,1.0,10.174311926605505,-1.0577144094644289,5.615555007646061,131,117038.10863353977,0.9384433851524113,0.9846805102211157,4.623712506870437,0.7491525423728813,0.9026548672566371,34804.742718362235,22574.131977902787,-35.14064401920386,210.0,401.0,6020831.448362998,1606268.5909335355,1562851.514956521,998246.6307307007,10500.0,20050.0,7594182.963319518,2624565.221664236,4969617.741655282,-65.43979471733712,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00036,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-0.9469691132268492,5.634501004827352,121,118189.90851047383,0.9726232270178401,0.9910820190514698,1.8458792033629656,0.8571428571428571,0.9148471615720524,37945.18037863503,22223.634501186192,-41.432260225335035,223.0,382.0,3198135.6651320667,882151.6169922652,1714446.8740586962,986875.6067888692,11150.0,19100.0,4923732.539190764,1888127.2237811347,3035605.3154096287,-61.652522578095684,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00037,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-0.993164088868933,5.633748087266891,150,117847.8723993318,0.9730703818095201,0.9902222339955743,1.7151852186054195,0.8454258675078864,0.9116997792494481,37969.181602927405,22359.640787790722,-41.11108050307093,219.0,381.0,2996967.629696439,982562.1354992829,1718822.9286751268,992356.8484255179,10950.0,19050.0,4726740.558371565,1993968.9839248005,2732771.574446765,-57.8151379518119,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00038,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-1.0160970411870034,5.70795256253804,142,117524.24649616594,0.9759605065557296,0.9914611648544787,1.5500658298749026,0.8539682539682539,0.9223946784922394,38083.41001024434,22224.072034707217,-41.64369202041257,218.0,383.0,2725834.87126794,876617.836436921,1725767.3818355654,983615.9359216917,10900.0,19150.0,4462502.253103507,1879383.7723586129,2583118.4807448937,-57.8849787459139,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00039,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.2,50.0,0.25,1.0,8.082568807339449,-0.9707037189282274,5.692379535646216,151,118020.82936290013,0.957171269934687,0.986589267046919,2.941799711223192,0.7980456026058632,0.8947368421052632,36375.03341506853,22395.91712695553,-38.43052493890517,219.0,397.0,4679784.315739335,1464505.4941406017,1642443.0201819947,989945.9657818208,10950.0,19850.0,6333177.335921331,2474301.459922422,3858875.875998909,-60.93111989951141,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00040,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.2,50.0,0.25,1.0,8.082568807339449,-1.1402289662302483,5.638765811243255,136,116246.31591129504,0.9571828614087822,0.9885288711357059,3.1346009726923696,0.797427652733119,0.9090909090909091,36663.46894928646,22418.085768910634,-38.854433550955825,214.0,390.0,4471611.337055924,1144347.8716956875,1649284.8561927609,994470.8480027716,10700.0,19500.0,6131596.193248685,2158318.719698459,3973277.4735502265,-64.80005121545808,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00041,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-0.9558087535762662,5.570484706925703,122,118097.20599630295,0.972952124057321,0.9901361832897155,1.7184059232394522,0.8422712933753943,0.8956521739130435,37746.11048519439,22205.88750153393,-41.1703955292453,226.0,385.0,3080719.0234905165,976209.6795753047,1710891.5584111053,988624.6397178334,11300.0,19250.0,4802910.581901623,1984084.319293138,2818826.262608485,-58.6899592349359,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00042,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-0.9986766468596239,5.619136031431482,140,117666.62514764907,0.9735823535573638,0.9909905726814007,1.7408219124036894,0.8498402555910544,0.9210526315789473,38008.33577303661,22099.20219145952,-41.856959159109365,223.0,388.0,2884629.6551166032,898531.1089207431,1717861.6971260824,983950.7383891015,11150.0,19400.0,4613641.352242686,1901881.8473098443,2711759.5049328413,-58.77698975484209,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00043,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.2,50.0,0.25,1.0,8.082568807339449,-1.0200892387628897,5.627026994288149,153,117539.1838671487,0.9581782279348784,0.9877832114877448,2.960498355286645,0.8044871794871795,0.8813186813186813,36441.47278725086,22555.876544631108,-38.103828359751866,219.0,392.0,4511071.481703011,1273871.8284292954,1646965.7979400435,1001094.521125938,10950.0,19600.0,6168987.279643054,2294566.3495552326,3874420.9300878216,-62.804813082902,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00044,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.2,50.0,0.25,1.0,8.082568807339449,-1.0521472979758673,5.54071708283023,145,117128.5139992764,0.9573454540668218,0.9878302373896313,3.048478332280946,0.7947882736156352,0.8903508771929824,36351.04828206857,22465.596591928355,-38.19821530976234,215.0,391.0,4407409.071181414,1255330.2440780639,1636564.2099415434,996578.0821471253,10750.0,19550.0,6054723.281122958,2271458.3262251895,3783264.954897769,-62.48452289624859,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00045,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-1.0363023119924764,5.631971935042209,129,117289.22720403405,0.9728594732382865,0.9916729530314425,1.8813479793156063,0.8553054662379421,0.8893805309734514,37900.52821018,22234.519500956798,-41.33453925060429,221.0,380.0,3045297.4101162273,830765.5906620087,1714130.6590140793,986432.9900258617,11050.0,19000.0,4770478.069130306,1836198.5806878705,2934279.488442436,-61.509128559464834,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00046,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,0.8,50.0,0.25,1.0,5.522935779816514,-1.1138638780735843,5.627218533562973,143,116554.46365138933,0.9863580323230179,0.9925686717505136,0.6210639427495668,0.8927444794952681,0.9261744966442953,38912.293371850865,22162.24249876134,-43.04565324131345,219.0,375.0,1476222.7821055925,736632.7946218741,1760252.296718368,984824.501358718,10950.0,18750.0,3247425.07882396,1740207.2959805923,1507217.7828433677,-46.41270379636286,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00047,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-0.9132798054890454,5.622398195563087,128,118531.83017624458,0.9745803251083673,0.9898597099528001,1.5279384844432808,0.8422712933753943,0.8813186813186813,38068.56730068461,22064.033745480316,-42.04133407173555,223.0,385.0,2966024.0588166867,1043872.0952840724,1721135.626715991,980515.713278536,11150.0,19250.0,4698309.685532677,2043637.8085626084,2654671.8769700686,-56.50270107022738,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00048,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.5,50.0,0.25,1.0,10.174311926605505,-0.8491220659314168,5.622614245538966,132,119146.46738216912,0.9348574636690584,0.9821972335443435,4.73397698752851,0.7649006622516556,0.87117903930131,34609.45065508872,22396.14198194381,-35.28894114749307,221.0,408.0,6734335.904748936,1902020.82640424,1556611.2629948251,989180.1111916458,11050.0,20400.0,8301997.167743761,2911600.937595886,5390396.230147875,-64.92890952904078,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00049,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-0.9699249527454725,5.624855073491527,154,117938.36456632412,0.974703871410869,0.9909716808479359,1.626780943706685,0.8485804416403786,0.9126637554585153,38165.70566242051,22378.76577561778,-41.3642027909553,222.0,387.0,2951792.4206655277,996478.7617767527,1725264.0910773634,993930.4866571504,11100.0,19350.0,4688156.51174289,2009759.248433903,2678397.263308987,-57.131140067532726,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00050,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-0.9301693923301749,5.60731203490831,127,118367.03449667117,0.9742188713962641,0.9905036676098854,1.6284796213621333,0.8359621451104101,0.8908296943231441,38014.24531158743,22142.960333870586,-41.750887983245036,223.0,386.0,2883219.9124931917,1008268.2756619185,1718555.2131348574,980077.5366190575,11150.0,19300.0,4612925.1256280495,2007645.8122809762,2605279.3133470733,-56.47781488741084,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00051,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.2,50.0,0.25,1.0,8.082568807339449,-0.9701028608534508,5.576727890609366,145,117972.87790723787,0.9555772722123989,0.9873653574238248,3.1788085211425954,0.7901639344262295,0.8945054945054945,36389.36100900107,22394.143020942443,-38.45964204921556,216.0,392.0,4801236.216638727,1363259.697607356,1645749.3805127065,988878.2981030184,10800.0,19600.0,6457785.597151432,2371737.9957103743,4086047.601441058,-63.27320007718185,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00052,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-0.9929414007902937,5.580918703970728,157,117760.75729954217,0.9733489816640717,0.9906313485076859,1.7282366843614172,0.853035143769968,0.9142857142857143,38036.32982781926,22397.71679761395,-41.1149369589477,224.0,381.0,2997322.3051518085,1026999.3033617019,1719849.4070111548,994210.230334389,11200.0,19050.0,4728371.712162964,2040259.5336960906,2688112.1784668732,-56.85069495598546,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00053,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.5,50.0,0.25,1.0,10.174311926605505,-1.073039489526536,5.607015741561208,140,116896.39120569917,0.9389357957659511,0.9830622442120617,4.412644844611058,0.7491749174917491,0.8761061946902655,34842.97708274741,22520.323375758264,-35.366248061193204,213.0,403.0,6009339.006463112,1813188.8785195742,1570313.458877389,996668.1235445209,10650.0,20150.0,7590302.465340502,2830007.0020640953,4760295.463276407,-62.71549104944475,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00054,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.2,50.0,0.25,1.0,8.082568807339449,-0.8955837237831868,5.575590408654857,122,118660.4432258894,0.9577093690038598,0.9873037791883958,2.9594410184536013,0.8090614886731392,0.8802660753880266,36566.20211400168,22250.397667453384,-39.150372800314926,216.0,393.0,4532082.543169545,1335895.2436493514,1651710.9717783325,989036.0831347248,10800.0,19650.0,6194593.514947877,2344581.3267840757,3850012.1881638016,-62.15116744744464,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00055,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-1.0477136880283042,5.5789756860595325,141,117155.3729221402,0.9766938885695527,0.9923228161546226,1.562892758506984,0.8520900321543409,0.925601750547046,38017.05922126991,22188.2610713119,-41.63604043603157,222.0,384.0,2554570.394431512,796715.5961550672,1716331.7647899329,981954.0770203419,11100.0,19200.0,4282002.159221444,1797869.6731754097,2484132.486046035,-58.013340341185184,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00056,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.2,50.0,0.25,1.0,8.082568807339449,-0.9830590519161508,5.602031948763817,143,117783.41173666193,0.9568125226843567,0.9870860317245437,3.0273509040186997,0.8116883116883117,0.8973214285714286,36613.61687766038,22365.867024496798,-38.913800569800514,215.0,389.0,4513761.680253309,1366916.8214777992,1654635.2122991413,989135.1726431273,10750.0,19450.0,6179146.89255245,2375501.9941209266,3803644.8984315237,-61.55614949073227,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00057,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.2,50.0,0.25,1.0,8.082568807339449,-1.029593666420578,5.646354194993615,160,117400.26367408212,0.9575158250180291,0.9878945302773051,3.0378705259275995,0.8013029315960912,0.8903508771929824,36521.80876485483,22586.672438171998,-38.1556576685564,215.0,392.0,4580243.317859098,1315285.781228842,1646714.1250158076,997860.3390065467,10750.0,19600.0,6237707.442874907,2332746.1202353886,3904961.322639518,-62.60250834783867,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00058,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.2,50.0,0.25,1.0,8.082568807339449,-1.0450456524278904,5.547524476953492,138,117195.69116989573,0.9572453654724645,0.9876142990430458,3.0368933570581236,0.8181818181818182,0.9004424778761062,36413.531985276895,22470.638579068334,-38.29041745207825,217.0,391.0,4587334.138434766,1362136.2930536796,1648257.0426874799,996625.2044286155,10850.0,19550.0,6246441.181122246,2378311.497482295,3868129.683639951,-61.92533590694912,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00059,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-0.9781071424734772,5.702935366366859,146,117943.20243710942,0.9720997574264065,0.9900980560872389,1.7998298660832357,0.8454258675078864,0.9054945054945055,38159.270776724916,22066.17782522806,-42.17348136881266,222.0,384.0,3198869.7989856517,1013460.0653403744,1726418.8550136187,977803.8155512988,11100.0,19200.0,4936388.65399927,2010463.8808916733,2925924.7731075967,-59.272577144774175,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00060,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-1.0421340683006466,5.593247381670869,144,117277.25951357298,0.9742760380318745,0.9917564308003426,1.7480392768468134,0.8594249201277955,0.9274725274725275,37966.99205906746,22350.832033775507,-41.1308854833614,218.0,382.0,2995935.337412356,818700.557675225,1722649.863928403,986257.8628618987,10900.0,19100.0,4729485.201340757,1824058.4205371235,2905426.780803634,-61.43219942796263,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00061,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.2,50.0,0.25,1.0,8.082568807339449,-0.8802371462065853,5.582951446214977,125,118894.07739945567,0.9576845648893647,0.9877271809523941,3.004261606302938,0.8057324840764332,0.8855291576673866,36479.66650054886,22354.53791152239,-38.72055296561976,220.0,397.0,4449548.676895054,1294691.484062911,1647720.3969102183,989349.009640243,11000.0,19850.0,6108269.073805275,2303890.4937031535,3804378.580102122,-62.282432783074896,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00062,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,0.8,50.0,0.25,1.0,5.522935779816514,-0.996120253681916,5.682819639848169,134,117720.69895175083,0.983935454699644,0.9944009758253055,1.0465521125661459,0.8881987577639752,0.9164835164835164,39066.73851780195,22203.221490476404,-43.165919826251084,226.0,373.0,1837934.2423286922,550689.409884058,1771717.9280300927,986782.9313586345,11300.0,18650.0,3620952.170358785,1556122.3412426924,2064829.8291160925,-57.02449886024033,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00063,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-0.9517810522919069,5.69339336717606,133,118138.20372177385,0.9717430687390896,0.9914511891274946,1.9708120388405082,0.8370607028753994,0.9015317286652079,37932.981144943806,22224.65328948771,-41.4107391017695,224.0,388.0,3171573.224669935,909759.2321546793,1715335.1086935604,987308.3178186663,11200.0,19400.0,4898108.333363494,1916467.549973346,2981640.7833901476,-60.87331231693436,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00064,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-1.0799488915466096,5.607969035752346,152,116849.84899151747,0.9741333588760166,0.9903083316995417,1.6174972823525091,0.8422712933753943,0.9094922737306843,37939.40550023865,22429.745998990267,-40.88008047767333,218.0,378.0,2898091.2349116937,1012009.6727235924,1716105.0426280638,996352.9962808883,10900.0,18900.0,4625096.277539758,2027262.6690044808,2597833.608535277,-56.16820607931541,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
policy_stress_00065,42,0.01,2025-10-01,2025-12-31,92,109,2025-05-31,2025-09-30,2025-10-01,2025-12-31,7,1.0,50.0,0.25,1.0,6.5504587155963305,-0.879807629717012,5.609309983231077,133,118837.1434496874,0.9755746659318159,0.9919784929852212,1.6403827053405373,0.8473520249221184,0.9098712446351931,37704.06343521675,21997.607602608634,-41.65719660321228,229.0,392.0,2827863.979469292,826004.8538336846,1707325.5443986584,978125.0407769578,11450.0,19600.0,4546639.523867951,1823729.8946106425,2722909.6292573083,-59.88839922239655,sku_calibration_residual_moving_block_bootstrap,sku_daily_final_forecast_vector,paired_scenario_level_multiplier_rounded_up,old_static_rop_new_dynamic_next_day_forecast_rop,common_demand_path_initial_inventory_and_lead_time_shock,forward_stress_sensitivity_not_prediction_interval_or_causal_savings
